date,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6,y_lag_7,y_lag_8,y_lag_9,y_lag_10,y_lag_11,y_lag_12,y_lag_13,y_lag_14,y_lag_15,y_lag_16,y_lag_17,y_lag_18,y_lag_19,y_lag_20
2015-09-26,890486.06,646083.875,557321.611,690419.722,641914.739,717725.377,1037532.861,935893.481,653805.875,593577.802,742089.668,682134.354,688405.19,1023345.319,921524.436,651330.168,577743.795,705633.5,677312.236,767382.777
2016-06-26,954344.667,860296.835,641812.676,559653.337,677730.651,679248.022,735754.365,837363.024,972971.11,737897.438,620526.243,708327.637,622267.773,685382.193,947479.765,845838.206,637354.32,547139.613,696747.55,658714.653
2014-03-22,771704.934,548811.476,500897.118,585974.658,537427.87,612719.522,929808.493,731049.79,530515.259,473298.045,575676.801,539365.378,587414.829,916117.65,753345.259,598242.339,614082.444,741756.416,748930.901,613973.032
2014-07-29,524743.325,583936.685,747307.867,688919.55,579767.285,484618.817,574168.636,530276.04,600228.43,776474.118,728988.226,547619.059,498221.705,621336.494,562860.027,584867.151,733653.78,756698.752,535644.182,498047.549
2014-09-08,648651.745,997964.078,870139.446,603043.242,551340.077,726683.862,717351.553,812526.219,660088.183,586373.694,403288.917,327912.427,366321.498,355053.908,412250.075,528990.561,499678.208,388359.898,355108.875,398126.791
2017-07-12,748799.996,730534.768,804158.861,1100833.323,998347.193,805792.302,700272.01,844301.613,832359.286,925143.409,1296379.218,1207529.922,802273.139,630811.803,731896.985,682218.469,755367.845,1092610.859,963268.227,761049.745
2014-01-25,733880.979,526124.579,460789.039,553097.6,538817.206,575850.062,851735.334,786779.89,542937.923,502789.218,567067.471,502643.105,555547.015,844633.599,787321.456,543055.334,496377.933,636176.854,563450.6,602268.564
2017-02-14,642613.187,794314.432,1074820.9,944924.653,752207.24,624387.488,783605.377,739431.213,786672.394,1151987.631,1132788.542,834667.152,748882.733,961777.383,778222.286,698123.768,1075166.993,977850.406,722113.959,576515.537
2016-02-05,768586.508,650328.167,772360.939,765233.208,872063.315,1093211.23,969938.377,660492.758,533709.849,647254.678,609465.788,658090.687,980927.757,906754.834,648431.428,552820.769,738744.013,630929.751,709784.23,1057997.343
2016-09-29,520744.921,631761.175,587908.328,664217.44,952352.551,861830.39,663685.985,533276.332,666928.4,650980.322,681159.342,1018662.658,899219.298,691912.601,568324.813,624262.072,603427.947,678776.459,1017369.224,915938.559
2015-02-26,354938.227,395774.954,407890.278,443349.891,691339.068,572753.075,483681.015,436360.906,497499.058,483088.134,420740.904,434886.672,562855.068,493265.468,384963.143,400115.333,400825.985,458002.152,622994.232,599911.595
2013-09-05,330622.779,392565.486,397680.42,458792.961,640406.222,523631.381,354932.931,294518.686,319322.061,319688.219,347159.641,443694.094,420576.155,331906.369,306473.261,335724.644,343046.114,362085.527,464053.773,448835.311
2016-02-26,641922.802,557959.328,675573.378,641329.061,698907.636,991384.27,883790.221,672510.134,570072.678,723794.722,719111.886,746671.29,940214.499,859023.027,698152.07,646376.371,790988.714,746939.64,636542.677,697791.631
2015-10-18,1071477.103,958052.958,693829.352,577952.197,688198.106,585141.554,721634.572,973329.204,867556.973,873934.719,603066.03,720562.331,696169.276,809524.838,1234130.939,1179376.178,830719.388,796340.859,711182.539,609130.658
2016-02-01,872063.315,1093211.23,969938.377,660492.758,533709.849,647254.678,609465.788,658090.687,980927.757,906754.834,648431.428,552820.769,738744.013,630929.751,709784.23,1057997.343,959827.147,671027.1,561972.623,660045.317
2015-05-14,395609.666,446915.639,452162.874,524864.051,558062.273,706705.44,481304.223,444082.31,504999.551,509493.227,556245.148,742887.785,711052.274,674509.4,432612.142,398724.33,374839.185,425049.148,625901.001,588781.513
2013-03-28,339293.269,313691.149,275818.236,317559.61,449794.637,453192.003,304100.454,269130.128,321207.007,294020.246,330283.803,513439.585,482233.434,315878.09,247541.42,287869.664,271823.378,318379.133,461859.756,453259.497
2014-02-19,360161.639,365331.248,412029.288,595300.235,538893.358,361206.416,347373.301,387758.394,358382.734,396622.737,520753.747,530128.06,389471.569,359139.102,399138.306,403189.587,461637.523,619805.537,648870.199,560816.194
2014-08-24,528990.561,499678.208,388359.898,355108.875,398126.791,379329.953,433042.299,564443.173,533996.155,402631.84,340740.817,372116.545,353898.212,409544.575,509681.765,496192.787,397759.939,359701.533,402914.371,417197.476
2013-02-14,308164.017,319597.93,308800.791,278627.589,300951.329,416176.279,347441.79,290807.531,321538.177,321245.839,344308.715,486336.82,518887.463,369402.055,271254.218,281061.127,264488.818,285460.17,430411.991,413799.768
2013-08-20,343046.114,362085.527,464053.773,448835.311,364487.322,311043.173,324377.387,317103.331,349539.224,434720.323,434184.944,337521.668,310953.024,351302.132,357263.854,407033.811,514267.276,516956.846,393831.12,397555.318
2016-08-15,720032.3,761826.129,714905.919,745662.505,596729.28,658457.436,635538.981,715195.539,904321.437,858903.212,704092.739,622883.098,779844.81,777592.839,895580.405,997916.957,910213.872,669585.838,533256.249,651121.985
2015-09-12,921524.436,651330.168,577743.795,705633.5,677312.236,767382.777,1147642.583,1052868.395,736395.303,707093.042,879033.093,906549.993,776152.552,975697.602,876953.097,635737.232,548043.327,640075.991,624698.338,681575.99
2014-07-12,756698.752,535644.182,498047.549,574451.41,557291.498,638526.429,918276.597,817307.11,595424.313,583844.721,747430.147,720480.617,429324.055,567218.885,510870.814,370793.572,315798.181,355342.398,340464.745,414929.636
2015-10-24,859950.711,639040.606,547020.047,672847.346,660308.361,699259.488,1071477.103,958052.958,693829.352,577952.197,688198.106,585141.554,721634.572,973329.204,867556.973,873934.719,603066.03,720562.331,696169.276,809524.838
2015-04-10,445869.298,398718.316,461140.213,464788.218,519734.817,659669.577,653894.196,510296.786,524588.902,557223.161,443278.893,437878.835,641213.77,589854.704,436906.609,367006.957,408258.19,407369.722,462664.237,646466.402
2013-04-16,333431.88,338712.458,478417.149,453442.497,314394.967,303223.413,312846.375,306335.802,346649.816,519048.377,509424.214,336394.782,308738.386,373731.076,377732.828,428816.448,462107.64,452661.356,345513.132,339293.269
2017-04-19,735733.214,717196.316,775916.906,985493.795,898610.218,740889.487,737029.565,791762.313,741331.43,739392.131,1101713.657,988591.47,765502.212,683059.57,846631.309,835602.636,835191.622,1138650.059,1463083.962,878750.038
2013-10-20,537713.509,488245.57,323327.873,312949.413,355696.964,305242.57,342694.721,481781.256,426379.691,402913.849,305047.098,322529.419,326726.724,373387.109,553031.424,540156.625,378109.978,348933.247,414455.655,436441.034
2016-01-04,955956.875,1226735.72,1066677.425,16433.394,964641.541,1030043.736,870762.026,789684.913,837714.129,946725.191,1083680.315,1196146.057,1141861.91,1072887.477,1175416.964,1095523.518,893569.903,809809.749,859930.249,779809.953
2015-09-15,682134.354,688405.19,1023345.319,921524.436,651330.168,577743.795,705633.5,677312.236,767382.777,1147642.583,1052868.395,736395.303,707093.042,879033.093,906549.993,776152.552,975697.602,876953.097,635737.232,548043.327
2015-04-09,398718.316,461140.213,464788.218,519734.817,659669.577,653894.196,510296.786,524588.902,557223.161,443278.893,437878.835,641213.77,589854.704,436906.609,367006.957,408258.19,407369.722,462664.237,646466.402,624099.228
2017-03-02,836225.179,1008521.71,949366.829,744956.948,775708.988,1026011.223,816197.499,675578.5,739388.035,717807.677,759120.06,858897.123,1063394.844,758855.713,645968.257,745780.355,642613.187,794314.432,1074820.9,944924.653
2014-10-14,550589.573,611726.926,843971.133,748309.154,702470.318,510519.923,620201.323,586410.271,641480.757,985466.962,931317.513,675639.295,634306.519,784500.254,599093.916,586682.822,886531.79,781202.368,515474.224,466867.377
2016-08-21,901870.15,828986.336,678767.116,577350.521,725945.703,718671.651,720032.3,761826.129,714905.919,745662.505,596729.28,658457.436,635538.981,715195.539,904321.437,858903.212,704092.739,622883.098,779844.81,777592.839
2017-04-25,718996.081,755072.531,1140070.275,974952.818,795795.894,675804.022,735733.214,717196.316,775916.906,985493.795,898610.218,740889.487,737029.565,791762.313,741331.43,739392.131,1101713.657,988591.47,765502.212,683059.57
2016-03-07,738126.524,1078958.509,1028620.677,747546.796,671564.752,878452.366,897927.643,726619.758,994502.728,916704.069,641922.802,557959.328,675573.378,641329.061,698907.636,991384.27,883790.221,672510.134,570072.678,723794.722
2014-06-11,373828.164,351689.423,415798.946,626026.957,557142.461,391266.129,359474.515,423284.495,443636.188,512725.773,742732.83,597192.468,375782.641,326624.578,338481.784,327642.143,373831.086,573412.21,516627.262,349549.898
2013-10-21,348721.328,537713.509,488245.57,323327.873,312949.413,355696.964,305242.57,342694.721,481781.256,426379.691,402913.849,305047.098,322529.419,326726.724,373387.109,553031.424,540156.625,378109.978,348933.247,414455.655
2016-02-09,746939.64,636542.677,697791.631,941954.076,768586.508,650328.167,772360.939,765233.208,872063.315,1093211.23,969938.377,660492.758,533709.849,647254.678,609465.788,658090.687,980927.757,906754.834,648431.428,552820.769
2017-08-09,734139.674,717766.349,797464.964,1049559.164,965693.651,827775.686,728068.485,964712.016,988527.763,885856.841,1123752.478,1032310.866,835099.682,659849.827,740653.044,713581.633,816564.327,1024288.741,932902.047,782418.299
2014-01-19,851735.334,786779.89,542937.923,502789.218,567067.471,502643.105,555547.015,844633.599,787321.456,543055.334,496377.933,636176.854,563450.6,602268.564,949618.789,936628.887,680672.85,801011.224,8602.065,507264.663
2016-09-27,587908.328,664217.44,952352.551,861830.39,663685.985,533276.332,666928.4,650980.322,681159.342,1018662.658,899219.298,691912.601,568324.813,624262.072,603427.947,678776.459,1017369.224,915938.559,658969.027,595849.299
2014-10-06,641480.757,985466.962,931317.513,675639.295,634306.519,784500.254,599093.916,586682.822,886531.79,781202.368,515474.224,466867.377,598183.115,559954.305,589120.294,901420.451,808490.763,550213.094,479500.843,617472.344
2013-01-23,283258.453,296214.729,311211.266,461092.386,432459.852,296130.85,267498.516,318347.914,299129.55,293348.362,464638.548,403258.212,289737.685,258982.003,302530.809,318347.778,336122.801,519695.401,477350.121,354459.677
2013-01-27,430411.991,413799.768,290022.772,247245.691,283258.453,296214.729,311211.266,461092.386,432459.852,296130.85,267498.516,318347.914,299129.55,293348.362,464638.548,403258.212,289737.685,258982.003,302530.809,318347.778
2013-11-28,305982.982,337083.286,323292.83,365965.509,550925.293,485544.299,340734.213,298047.048,354337.735,329455.271,391945.552,579209.229,524065.588,349383.296,284567.403,332279.257,373277.748,374087.89,587666.49,513850.323
2016-09-19,681159.342,1018662.658,899219.298,691912.601,568324.813,624262.072,603427.947,678776.459,1017369.224,915938.559,658969.027,595849.299,738543.917,751583.025,813763.295,1109985.858,1057581.211,837129.588,718105.571,731430.124
2015-04-11,610603.017,445869.298,398718.316,461140.213,464788.218,519734.817,659669.577,653894.196,510296.786,524588.902,557223.161,443278.893,437878.835,641213.77,589854.704,436906.609,367006.957,408258.19,407369.722,462664.237
2014-11-18,553367.204,620876.34,956619.402,786124.201,553007.971,468057.387,588093.484,552505.75,593376.793,941478.422,816064.645,585330.258,566118.381,718799.939,702751.954,973192.042,709851.492,873539.248,561876.072,459715.266
2014-01-21,538817.206,575850.062,851735.334,786779.89,542937.923,502789.218,567067.471,502643.105,555547.015,844633.599,787321.456,543055.334,496377.933,636176.854,563450.6,602268.564,949618.789,936628.887,680672.85,801011.224
2017-08-07,797464.964,1049559.164,965693.651,827775.686,728068.485,964712.016,988527.763,885856.841,1123752.478,1032310.866,835099.682,659849.827,740653.044,713581.633,816564.327,1024288.741,932902.047,782418.299,688288.068,767978.778
2013-08-24,420576.155,331906.369,306473.261,335724.644,343046.114,362085.527,464053.773,448835.311,364487.322,311043.173,324377.387,317103.331,349539.224,434720.323,434184.944,337521.668,310953.024,351302.132,357263.854,407033.811
2015-05-09,706705.44,481304.223,444082.31,504999.551,509493.227,556245.148,742887.785,711052.274,674509.4,432612.142,398724.33,374839.185,425049.148,625901.001,588781.513,437625.508,392147.042,421108.21,426018.313,481694.771
2013-02-17,399588.91,485660.494,320168.884,308164.017,319597.93,308800.791,278627.589,300951.329,416176.279,347441.79,290807.531,321538.177,321245.839,344308.715,486336.82,518887.463,369402.055,271254.218,281061.127,264488.818
2016-04-29,708711.429,543339.849,670288.098,704799.418,680000.754,1039369.932,1022143.135,857059.244,1001079.779,1062426.29,1152089.208,1345920.605,1271833.739,862121.492,667606.3,546785.209,672611.481,651657.034,665348.964,1008876.738
2014-07-01,720480.617,429324.055,567218.885,510870.814,370793.572,315798.181,355342.398,340464.745,414929.636,591184.124,538613.855,369206.791,332280.935,373408.664,380396.036,447450.24,441279.934,622072.989,392308.377,329408.068
2017-03-25,1038139.317,787914.126,670848.01,767880.805,746620.926,826428.91,1157140.639,1038906.566,812306.774,699108.167,815621.887,700998.035,754390.38,1146006.827,1001174.434,773855.307,653901.192,781046.662,761866.73,790143.241
2015-10-08,603066.03,720562.331,696169.276,809524.838,1234130.939,1179376.178,830719.388,796340.859,711182.539,609130.658,671261.064,1018062.964,890486.06,646083.875,557321.611,690419.722,641914.739,717725.377,1037532.861,935893.481
2014-10-22,584926.356,542207.165,624629.991,935410.596,820840.971,558538.136,538252.607,624797.47,550589.573,611726.926,843971.133,748309.154,702470.318,510519.923,620201.323,586410.271,641480.757,985466.962,931317.513,675639.295
2015-11-11,689746.212,623529.179,683644.902,1077361.956,929723.344,671145.788,649662.671,855494.44,1033439.133,762549.795,819250.388,915956.852,635875.891,511860.069,599388.122,587066.101,649914.352,1018783.142,859950.711,639040.606
2015-01-11,694860.951,569956.908,439381.226,417482.689,494160.85,477886.741,569267.298,730923.776,648880.687,657763.392,12773.617,844380.47,912970.533,773998.401,716329.635,740596.159,872098.457,965982.872,1064977.973,1008143.346
2014-12-14,999106.133,854830.906,642760.387,580542.179,732121.036,665123.963,790283.29,1013889.808,829386.706,635445.153,578961.517,715127.614,735319.184,817413.562,1023691.282,850925.105,559619.825,475823.897,579125.306,541225.608
2015-11-07,929723.344,671145.788,649662.671,855494.44,1033439.133,762549.795,819250.388,915956.852,635875.891,511860.069,599388.122,587066.101,649914.352,1018783.142,859950.711,639040.606,547020.047,672847.346,660308.361,699259.488
2014-10-08,620201.323,586410.271,641480.757,985466.962,931317.513,675639.295,634306.519,784500.254,599093.916,586682.822,886531.79,781202.368,515474.224,466867.377,598183.115,559954.305,589120.294,901420.451,808490.763,550213.094
2013-01-28,285460.17,430411.991,413799.768,290022.772,247245.691,283258.453,296214.729,311211.266,461092.386,432459.852,296130.85,267498.516,318347.914,299129.55,293348.362,464638.548,403258.212,289737.685,258982.003,302530.809
2013-10-04,378109.978,348933.247,414455.655,436441.034,367068.45,522868.442,484903.689,320246.574,273057.88,312490.105,303333.393,356043.034,502068.702,468298.381,331846.904,279580.372,315687.719,327282.95,373229.841,532852.959
2015-04-06,519734.817,659669.577,653894.196,510296.786,524588.902,557223.161,443278.893,437878.835,641213.77,589854.704,436906.609,367006.957,408258.19,407369.722,462664.237,646466.402,624099.228,467687.945,373324.383,398630.0
2013-02-15,320168.884,308164.017,319597.93,308800.791,278627.589,300951.329,416176.279,347441.79,290807.531,321538.177,321245.839,344308.715,486336.82,518887.463,369402.055,271254.218,281061.127,264488.818,285460.17,430411.991
2013-12-23,792865.284,696295.147,685673.075,544104.268,507461.038,527481.337,480470.717,516060.291,642015.776,554911.917,434657.013,384256.081,422957.199,414421.696,442309.314,588855.896,537181.32,432661.755,386406.805,424147.046
2014-08-17,564443.173,533996.155,402631.84,340740.817,372116.545,353898.212,409544.575,509681.765,496192.787,397759.939,359701.533,402914.371,417197.476,471173.304,625898.206,626533.638,506826.795,532423.558,578056.965,524743.325
2013-03-09,453259.497,316600.68,293099.527,335726.581,332189.993,383647.679,559820.58,547857.205,378898.165,278116.292,288401.999,270425.007,307110.876,452726.126,412897.349,285679.869,267711.109,313803.162,293637.802,350745.573
2013-05-07,317292.964,369869.383,580268.551,520339.516,374291.251,348709.46,507974.637,310186.467,328795.874,477623.473,446665.338,304413.557,268790.619,310555.185,302097.833,328886.321,485721.032,459884.838,311588.705,281924.51
2014-01-06,602268.564,949618.789,936628.887,680672.85,801011.224,8602.065,507264.663,635134.736,499719.505,556952.306,479314.968,470731.162,620663.291,792865.284,696295.147,685673.075,544104.268,507461.038,527481.337,480470.717
2013-03-17,513439.585,482233.434,315878.09,247541.42,287869.664,271823.378,318379.133,461859.756,453259.497,316600.68,293099.527,335726.581,332189.993,383647.679,559820.58,547857.205,378898.165,278116.292,288401.999,270425.007
2016-05-11,727543.463,693010.487,771767.654,820824.638,1071192.777,761422.516,648701.603,798654.454,792205.55,973985.67,1270121.208,1067335.77,708711.429,543339.849,670288.098,704799.418,680000.754,1039369.932,1022143.135,857059.244
2013-08-22,306473.261,335724.644,343046.114,362085.527,464053.773,448835.311,364487.322,311043.173,324377.387,317103.331,349539.224,434720.323,434184.944,337521.668,310953.024,351302.132,357263.854,407033.811,514267.276,516956.846
2013-05-21,307178.4,341787.215,518153.554,480969.559,330004.242,307556.947,329113.56,308469.313,350598.062,387860.505,512090.581,335937.442,305868.057,332477.411,317292.964,369869.383,580268.551,520339.516,374291.251,348709.46
2015-12-08,712569.17,822334.709,1143119.32,966202.368,749354.132,676883.032,867269.576,857620.943,762036.124,1070619.803,850596.004,645087.035,530358.33,658917.83,612710.201,696685.461,1015844.285,863726.882,665619.668,560452.567
2015-07-12,898731.937,794984.703,643986.381,605032.496,732992.13,654821.051,754949.709,982427.682,1018541.843,772773.394,705642.282,885953.201,669548.425,639072.192,976563.589,831492.464,593299.461,518700.956,643411.714,640322.326
2015-03-27,436906.609,367006.957,408258.19,407369.722,462664.237,646466.402,624099.228,467687.945,373324.383,398630.0,415359.516,466598.426,662700.872,616609.761,434805.995,382588.669,425617.727,457881.764,480371.95,659563.412
2013-04-03,373731.076,377732.828,428816.448,462107.64,452661.356,345513.132,339293.269,313691.149,275818.236,317559.61,449794.637,453192.003,304100.454,269130.128,321207.007,294020.246,330283.803,513439.585,482233.434,315878.09
2015-04-15,438106.288,403623.397,453724.756,659939.024,610603.017,445869.298,398718.316,461140.213,464788.218,519734.817,659669.577,653894.196,510296.786,524588.902,557223.161,443278.893,437878.835,641213.77,589854.704,436906.609
2016-12-30,1163643.038,894108.237,951533.714,842475.49,1032770.749,1246837.843,1282145.517,1135849.391,1181307.327,1080402.388,1028242.823,1260471.909,1071655.628,918899.786,747641.183,829763.219,747161.616,844251.704,1119324.244,920050.746
2017-03-24,787914.126,670848.01,767880.805,746620.926,826428.91,1157140.639,1038906.566,812306.774,699108.167,815621.887,700998.035,754390.38,1146006.827,1001174.434,773855.307,653901.192,781046.662,761866.73,790143.241,1196983.69
2015-06-23,640322.326,701208.229,790568.421,936951.654,659233.571,556155.039,677171.157,672637.824,666557.132,967745.722,840727.776,606616.001,510019.149,641435.372,623725.107,696952.812,1070695.918,904437.271,657675.126,608994.646
2013-03-07,293099.527,335726.581,332189.993,383647.679,559820.58,547857.205,378898.165,278116.292,288401.999,270425.007,307110.876,452726.126,412897.349,285679.869,267711.109,313803.162,293637.802,350745.573,399588.91,485660.494
2016-11-18,738265.552,615228.256,830431.742,691801.629,735723.173,1188982.232,929802.772,713396.454,588241.759,790276.839,767439.628,849451.043,1140367.104,887751.299,858468.216,793811.684,969033.619,811832.446,654923.503,954838.191
2014-06-29,567218.885,510870.814,370793.572,315798.181,355342.398,340464.745,414929.636,591184.124,538613.855,369206.791,332280.935,373408.664,380396.036,447450.24,441279.934,622072.989,392308.377,329408.068,373828.164,351689.423
2013-09-10,308074.466,377151.707,560852.005,518584.247,335442.248,330622.779,392565.486,397680.42,458792.961,640406.222,523631.381,354932.931,294518.686,319322.061,319688.219,347159.641,443694.094,420576.155,331906.369,306473.261
2017-02-01,961777.383,778222.286,698123.768,1075166.993,977850.406,722113.959,576515.537,744342.593,721275.775,798133.612,1148214.359,1072721.725,725703.691,606949.745,782656.025,750836.543,824488.666,1175725.166,1021050.536,768898.944
2016-05-25,637512.039,606377.205,695004.681,1030671.623,910757.163,706024.058,581470.56,671232.959,661930.839,748112.687,1070331.667,932869.521,666833.9,603394.207,727543.463,693010.487,771767.654,820824.638,1071192.777,761422.516
2016-06-30,554144.865,632489.477,596948.935,684735.609,954344.667,860296.835,641812.676,559653.337,677730.651,679248.022,735754.365,837363.024,972971.11,737897.438,620526.243,708327.637,622267.773,685382.193,947479.765,845838.206
2015-09-28,671261.064,1018062.964,890486.06,646083.875,557321.611,690419.722,641914.739,717725.377,1037532.861,935893.481,653805.875,593577.802,742089.668,682134.354,688405.19,1023345.319,921524.436,651330.168,577743.795,705633.5
2014-07-09,574451.41,557291.498,638526.429,918276.597,817307.11,595424.313,583844.721,747430.147,720480.617,429324.055,567218.885,510870.814,370793.572,315798.181,355342.398,340464.745,414929.636,591184.124,538613.855,369206.791
2016-09-02,837129.588,718105.571,731430.124,624711.335,671845.737,858802.42,791047.535,646698.273,554421.529,674613.048,660819.978,714866.234,901870.15,828986.336,678767.116,577350.521,725945.703,718671.651,720032.3,761826.129
2017-02-09,624387.488,783605.377,739431.213,786672.394,1151987.631,1132788.542,834667.152,748882.733,961777.383,778222.286,698123.768,1075166.993,977850.406,722113.959,576515.537,744342.593,721275.775,798133.612,1148214.359,1072721.725
2014-09-17,617472.344,608239.973,630710.573,896501.562,795802.238,564382.848,483462.953,612987.473,562420.568,648651.745,997964.078,870139.446,603043.242,551340.077,726683.862,717351.553,812526.219,660088.183,586373.694,403288.917
2014-05-02,443284.894,530380.852,357079.965,326338.348,362271.917,560508.421,497334.735,357173.717,320875.48,372232.595,370552.249,398677.397,520126.398,496904.749,394392.185,397464.841,411357.085,364689.055,381386.309,540190.282
2016-06-22,677730.651,679248.022,735754.365,837363.024,972971.11,737897.438,620526.243,708327.637,622267.773,685382.193,947479.765,845838.206,637354.32,547139.613,696747.55,658714.653,729894.223,1123734.436,1011996.616,742363.085
2015-03-22,646466.402,624099.228,467687.945,373324.383,398630.0,415359.516,466598.426,662700.872,616609.761,434805.995,382588.669,425617.727,457881.764,480371.95,659563.412,657377.211,463723.975,428599.809,483330.548,492365.241
2017-01-14,1021050.536,768898.944,629635.794,770742.69,742635.569,793724.897,1192543.751,1103806.299,839600.238,777620.954,990093.464,1104377.08,1402306.371,12082.501,1109012.812,1163643.038,894108.237,951533.714,842475.49,1032770.749
2016-04-05,725750.101,795237.192,1266908.291,1150824.581,872467.32,617374.338,660138.989,621166.063,661057.866,833336.065,800133.518,633524.2,660489.845,714881.174,622695.837,690469.801,929605.582,895038.512,666756.819,580452.532
2017-04-18,717196.316,775916.906,985493.795,898610.218,740889.487,737029.565,791762.313,741331.43,739392.131,1101713.657,988591.47,765502.212,683059.57,846631.309,835602.636,835191.622,1138650.059,1463083.962,878750.038,637624.341
2013-03-22,304100.454,269130.128,321207.007,294020.246,330283.803,513439.585,482233.434,315878.09,247541.42,287869.664,271823.378,318379.133,461859.756,453259.497,316600.68,293099.527,335726.581,332189.993,383647.679,559820.58
2016-10-03,833060.559,1256480.171,1175033.658,703198.491,520744.921,631761.175,587908.328,664217.44,952352.551,861830.39,663685.985,533276.332,666928.4,650980.322,681159.342,1018662.658,899219.298,691912.601,568324.813,624262.072
2013-04-23,302097.833,328886.321,485721.032,459884.838,311588.705,281924.51,334990.519,333431.88,338712.458,478417.149,453442.497,314394.967,303223.413,312846.375,306335.802,346649.816,519048.377,509424.214,336394.782,308738.386
2014-11-19,580234.011,553367.204,620876.34,956619.402,786124.201,553007.971,468057.387,588093.484,552505.75,593376.793,941478.422,816064.645,585330.258,566118.381,718799.939,702751.954,973192.042,709851.492,873539.248,561876.072
2015-06-03,747929.452,753430.642,812081.203,1023564.767,855728.292,560519.53,428506.881,481804.961,463132.406,534802.79,738068.427,658882.923,458727.917,417006.136,466238.631,446375.488,496595.011,798186.132,709798.553,483535.538
2013-08-03,516956.846,393831.12,397555.318,357982.979,318553.99,331493.285,433358.652,423890.502,318745.693,298074.225,309243.79,316257.463,342802.299,437952.624,435497.731,313332.555,287074.874,324313.818,335516.229,348803.047
2013-10-28,346941.914,512891.483,452902.364,317570.426,276059.08,323105.116,301641.785,348721.328,537713.509,488245.57,323327.873,312949.413,355696.964,305242.57,342694.721,481781.256,426379.691,402913.849,305047.098,322529.419
2014-12-18,731938.48,779966.499,799067.056,790182.946,999106.133,854830.906,642760.387,580542.179,732121.036,665123.963,790283.29,1013889.808,829386.706,635445.153,578961.517,715127.614,735319.184,817413.562,1023691.282,850925.105
2014-01-16,502789.218,567067.471,502643.105,555547.015,844633.599,787321.456,543055.334,496377.933,636176.854,563450.6,602268.564,949618.789,936628.887,680672.85,801011.224,8602.065,507264.663,635134.736,499719.505,556952.306
2014-06-25,355342.398,340464.745,414929.636,591184.124,538613.855,369206.791,332280.935,373408.664,380396.036,447450.24,441279.934,622072.989,392308.377,329408.068,373828.164,351689.423,415798.946,626026.957,557142.461,391266.129
2015-10-20,660308.361,699259.488,1071477.103,958052.958,693829.352,577952.197,688198.106,585141.554,721634.572,973329.204,867556.973,873934.719,603066.03,720562.331,696169.276,809524.838,1234130.939,1179376.178,830719.388,796340.859
2016-01-17,1057997.343,959827.147,671027.1,561972.623,660045.317,647058.461,705495.241,1094693.837,989209.458,713608.334,653504.367,821685.656,835320.439,955956.875,1226735.72,1066677.425,16433.394,964641.541,1030043.736,870762.026
2015-05-20,466238.631,446375.488,496595.011,798186.132,709798.553,483535.538,395609.666,446915.639,452162.874,524864.051,558062.273,706705.44,481304.223,444082.31,504999.551,509493.227,556245.148,742887.785,711052.274,674509.4
2013-07-22,342802.299,437952.624,435497.731,313332.555,287074.874,324313.818,335516.229,348803.047,438722.418,432569.102,308786.438,281750.931,314134.886,317279.145,365452.995,500606.073,479514.494,351401.5,327020.179,374551.918
2016-03-02,878452.366,897927.643,726619.758,994502.728,916704.069,641922.802,557959.328,675573.378,641329.061,698907.636,991384.27,883790.221,672510.134,570072.678,723794.722,719111.886,746671.29,940214.499,859023.027,698152.07
2016-10-28,638838.252,544361.48,633413.891,610590.898,668507.645,1022953.69,843626.416,669453.542,583001.28,647823.469,630638.592,710456.424,1104504.688,890613.591,667954.207,558859.891,665126.078,625271.994,725312.847,1088251.48
2013-05-11,512090.581,335937.442,305868.057,332477.411,317292.964,369869.383,580268.551,520339.516,374291.251,348709.46,507974.637,310186.467,328795.874,477623.473,446665.338,304413.557,268790.619,310555.185,302097.833,328886.321
2015-11-12,506937.664,689746.212,623529.179,683644.902,1077361.956,929723.344,671145.788,649662.671,855494.44,1033439.133,762549.795,819250.388,915956.852,635875.891,511860.069,599388.122,587066.101,649914.352,1018783.142,859950.711
2013-03-04,383647.679,559820.58,547857.205,378898.165,278116.292,288401.999,270425.007,307110.876,452726.126,412897.349,285679.869,267711.109,313803.162,293637.802,350745.573,399588.91,485660.494,320168.884,308164.017,319597.93
2015-02-08,622994.232,599911.595,437147.545,407491.968,451923.147,475249.843,538301.887,815294.476,656205.842,435899.672,343062.161,376935.916,360009.85,410009.618,631623.951,588849.871,416937.182,364862.539,413202.592,405308.777
2013-05-26,450631.4,417930.142,398389.242,289261.058,301785.483,307178.4,341787.215,518153.554,480969.559,330004.242,307556.947,329113.56,308469.313,350598.062,387860.505,512090.581,335937.442,305868.057,332477.411,317292.964
2013-08-13,317103.331,349539.224,434720.323,434184.944,337521.668,310953.024,351302.132,357263.854,407033.811,514267.276,516956.846,393831.12,397555.318,357982.979,318553.99,331493.285,433358.652,423890.502,318745.693,298074.225
2015-10-30,635875.891,511860.069,599388.122,587066.101,649914.352,1018783.142,859950.711,639040.606,547020.047,672847.346,660308.361,699259.488,1071477.103,958052.958,693829.352,577952.197,688198.106,585141.554,721634.572,973329.204
